function_name,has_tracing_calls,reason_for_no_tracing
luaG_tointerror,true,
luaG_traceexec,true,
luaG_typeerror,true,
luaH_get,true,
luaH_getn,true,
luaO_pushfstring,true,
luaO_str2num,true,
luaT_callTMres,true,
luaT_callorderTM,true,
luaT_objtypename,true,
luaT_trybinassocTM,true,
luaV_equalobj,true,
luaV_execute,true,
luaV_finishget,true,
luaV_objlen,true,
luaV_tointegerns,true,
precallC,true,
rethook,true,
typeerror,true,
varinfo,true,
