function_name,basicblock_id,number_of_instructions,instructions
lua_compare,BB#24,2,"CMP32ri renamable $ecx, 2, implicit-def $eflags; TCRETURNdi64cc @luaV_lessequal, 0, 4, <regmask $bh $bl $bp $bph $bpl $bx $ebp $ebx $hbp $hbx $rbp $rbx $r12 $r13 $r14 $r15 $r12b $r13b $r14b $r15b $r12bh $r13bh $r14bh $r15bh $r12d $r13d $r14d $r15d $r12w $r13w $r14w $r15w $r12wh and 3 more...>, implicit $rsp, implicit $eflags, implicit $ssp, implicit $rsp, implicit $ssp, implicit $rdi, implicit $rsi, implicit $rdx, implicit $rdi, implicit-def $rdi, implicit $hcx, implicit-def $hcx, implicit $ch, implicit-def $ch, implicit $cl, implicit-def $cl, implicit $cx, implicit-def $cx, implicit $ecx, implicit-def $ecx, implicit $hsi, implicit-def $hsi, implicit $sih, implicit-def $sih, implicit $sil, implicit-def $sil, implicit $si, implicit-def $si, implicit $esi, implicit-def $esi, implicit $rsi, implicit-def $rsi, implicit $hdx, implicit-def $hdx, implicit $dh, implicit-def $dh, implicit $dl, implicit-def $dl, implicit $dx, implicit-def $dx, implicit $edx, implicit-def $edx, implicit $rdx, implicit-def $rdx, implicit $hdi, implicit-def $hdi, implicit $dih, implicit-def $dih, implicit $dil, implicit-def $dil, implicit $di, implicit-def $di, implicit $edi, implicit-def $edi"
lua_compare,BB#25,2,"CMP32ri renamable $ecx, 1, implicit-def $eflags; TCRETURNdi64cc @luaV_lessthan, 0, 4, <regmask $bh $bl $bp $bph $bpl $bx $ebp $ebx $hbp $hbx $rbp $rbx $r12 $r13 $r14 $r15 $r12b $r13b $r14b $r15b $r12bh $r13bh $r14bh $r15bh $r12d $r13d $r14d $r15d $r12w $r13w $r14w $r15w $r12wh and 3 more...>, implicit $rsp, implicit $eflags, implicit $ssp, implicit $rsp, implicit $ssp, implicit $rdi, implicit $rsi, implicit $rdx, implicit $rdi, implicit-def $rdi, implicit $hcx, implicit-def $hcx, implicit $ch, implicit-def $ch, implicit $cl, implicit-def $cl, implicit $cx, implicit-def $cx, implicit $ecx, implicit-def $ecx, implicit $hsi, implicit-def $hsi, implicit $sih, implicit-def $sih, implicit $sil, implicit-def $sil, implicit $si, implicit-def $si, implicit $esi, implicit-def $esi, implicit $rsi, implicit-def $rsi, implicit $hdx, implicit-def $hdx, implicit $dh, implicit-def $dh, implicit $dl, implicit-def $dl, implicit $dx, implicit-def $dx, implicit $edx, implicit-def $edx, implicit $rdx, implicit-def $rdx, implicit $hdi, implicit-def $hdi, implicit $dih, implicit-def $dih, implicit $dil, implicit-def $dil, implicit $di, implicit-def $di, implicit $edi, implicit-def $edi"
lua_compare,BB#26,2,"TEST32rr killed renamable $ecx, renamable $ecx, implicit-def $eflags; TCRETURNdi64cc @luaV_equalobj, 0, 4, <regmask $bh $bl $bp $bph $bpl $bx $ebp $ebx $hbp $hbx $rbp $rbx $r12 $r13 $r14 $r15 $r12b $r13b $r14b $r15b $r12bh $r13bh $r14bh $r15bh $r12d $r13d $r14d $r15d $r12w $r13w $r14w $r15w $r12wh and 3 more...>, implicit $rsp, implicit $eflags, implicit $ssp, implicit $rsp, implicit $ssp, implicit $rdi, implicit $rsi, implicit $rdx, implicit $rdi, implicit-def $rdi, implicit $hsi, implicit-def $hsi, implicit $sih, implicit-def $sih, implicit $sil, implicit-def $sil, implicit $si, implicit-def $si, implicit $esi, implicit-def $esi, implicit $rsi, implicit-def $rsi, implicit $hdx, implicit-def $hdx, implicit $dh, implicit-def $dh, implicit $dl, implicit-def $dl, implicit $dx, implicit-def $dx, implicit $edx, implicit-def $edx, implicit $rdx, implicit-def $rdx, implicit $hdi, implicit-def $hdi, implicit $dih, implicit-def $dih, implicit $dil, implicit-def $dil, implicit $di, implicit-def $di, implicit $edi, implicit-def $edi"
lua_compare,BB#27,2,"$eax = MOV32r0 implicit-def dead $eflags; RET 0, $eax"
lua_stringtonumber,BB#0,10,"frame-setup PUSH64r killed $rbx, implicit-def $rsp, implicit $rsp; frame-setup CFI_INSTRUCTION def_cfa_offset 16; CFI_INSTRUCTION offset $rbx, -16; renamable $rax = COPY $rsi; renamable $rbx = COPY $rdi; renamable $rsi = MOV64rm $rdi, 1, $noreg, 16, $noreg :: (load (s64) from %ir.3, !tbaa !12); $rdi = COPY killed renamable $rax; CALL64pcrel32 @luaO_str2num, <regmask $bh $bl $bp $bph $bpl $bx $ebp $ebx $hbp $hbx $rbp $rbx $r12 $r13 $r14 $r15 $r12b $r13b $r14b $r15b $r12bh $r13bh $r14bh $r15bh $r12d $r13d $r14d $r15d $r12w $r13w $r14w $r15w $r12wh and 3 more...>, implicit $rsp, implicit $ssp, implicit $rdi, implicit $rsi, implicit-def $rsp, implicit-def $ssp, implicit-def $rax; TEST64rr renamable $rax, renamable $rax, implicit-def $eflags; JCC_1 %bb.2, 4, implicit $eflags"
lua_stringtonumber,BB#1,1,"ADD64mi32 killed renamable $rbx, 1, $noreg, 16, $noreg, 16, implicit-def dead $eflags :: (store (s64) into %ir.8, !tbaa !12), (load (s64) from %ir.8, !tbaa !12)"
lua_stringtonumber,BB#2,3,"$rbx = frame-destroy POP64r implicit-def $rsp, implicit $rsp; frame-destroy CFI_INSTRUCTION def_cfa_offset 8; RET 0, $rax"
lua_tonumberx,BB#0,10,"frame-setup PUSH64r killed $rbx, implicit-def $rsp, implicit $rsp; frame-setup CFI_INSTRUCTION def_cfa_offset 16; $rsp = frame-setup SUB64ri32 $rsp(tied-def 0), 16, implicit-def dead $eflags; frame-setup CFI_INSTRUCTION def_cfa_offset 32; CFI_INSTRUCTION offset $rbx, -16; renamable $rbx = COPY $rdx; MOV64mi32 $rsp, 1, $noreg, 8, $noreg, 0 :: (store (s64) into %ir.4, !tbaa !26); renamable $rcx = MOV64rm renamable $rdi, 1, $noreg, 32, $noreg :: (load (s64) from %ir.5, !tbaa !3); TEST32rr renamable $esi, renamable $esi, implicit-def $eflags; JCC_1 %bb.3, 14, implicit killed $eflags"
lua_tonumberx,BB#1,5,"renamable $eax = MOV32rr killed renamable $esi, implicit-def $rax; renamable $rax = SHL64ri killed renamable $rax(tied-def 0), 4, implicit-def dead $eflags; renamable $rax = ADD64rm killed renamable $rax(tied-def 0), killed renamable $rcx, 1, $noreg, 0, $noreg, implicit-def dead $eflags :: (load (s64) from %ir.6, !tbaa !12); CMP64rm renamable $rax, renamable $rdi, 1, $noreg, 16, $noreg, implicit-def $eflags :: (load (s64) from %ir.12, !tbaa !12); JCC_1 %bb.10, 2, implicit $eflags"
lua_tonumberx,BB#2,3,"renamable $rax = MOV64rm killed renamable $rdi, 1, $noreg, 24, $noreg :: (load (s64) from %ir.53, !tbaa !17), (load (s64) from %ir.49, !tbaa !17), (load (s64) from %ir.16, !tbaa !17); renamable $rax = nuw ADD64ri32 killed renamable $rax(tied-def 0), 80, implicit-def dead $eflags; JMP_1 %bb.10"
lua_tonumberx,BB#3,2,"CMP32ri renamable $esi, -1000999, implicit-def $eflags; JCC_1 %bb.5, 12, implicit killed $eflags"
lua_tonumberx,BB#4,4,"renamable $rax = MOVSX64rr32 killed renamable $esi; renamable $rax = SHL64ri killed renamable $rax(tied-def 0), 4, implicit-def dead $eflags; renamable $rax = ADD64rm killed renamable $rax(tied-def 0), killed renamable $rdi, 1, $noreg, 16, $noreg, implicit-def dead $eflags :: (load (s64) from %ir.22, !tbaa !12); JMP_1 %bb.10"
lua_tonumberx,BB#5,2,"CMP32ri renamable $esi, -1001000, implicit-def $eflags; JCC_1 %bb.7, 5, implicit killed $eflags"
lua_tonumberx,BB#6,3,"renamable $rax = MOV64rm killed renamable $rdi, 1, $noreg, 24, $noreg :: (load (s64) from %ir.29, !tbaa !17); renamable $rax = nuw ADD64ri32 killed renamable $rax(tied-def 0), 64, implicit-def dead $eflags; JMP_1 %bb.10"
lua_tonumberx,BB#7,3,"renamable $rax = MOV64rm killed renamable $rcx, 1, $noreg, 0, $noreg :: (load (s64) from %ir.6, !tbaa !12); CMP8mi renamable $rax, 1, $noreg, 8, $noreg, 102, implicit-def $eflags :: (load (s8) from %ir.34, align 8, !tbaa !12); JCC_1 %bb.2, 5, implicit $eflags"
lua_tonumberx,BB#8,6,"renamable $ecx = MOV32ri -1001000; renamable $ecx = nuw nsw SUB32rr killed renamable $ecx(tied-def 0), renamable $esi, implicit-def dead $eflags; renamable $rax = MOV64rm killed renamable $rax, 1, $noreg, 0, $noreg :: (load (s64) from %ir.33, !tbaa !12); renamable $edx = MOVZX32rm8 renamable $rax, 1, $noreg, 10, $noreg :: (load (s8) from %ir.40, align 2, !tbaa !29); CMP32rr killed renamable $ecx, killed renamable $edx, implicit-def $eflags; JCC_1 %bb.2, 7, implicit $eflags"
lua_tonumberx,BB#9,4,"renamable $ecx = MOV32ri -1001001, implicit-def $rcx; renamable $ecx = nuw nsw SUB32rr renamable $ecx(tied-def 0), killed renamable $esi, implicit-def dead $eflags, implicit killed $rcx, implicit-def $rcx; renamable $rcx = SHL64ri killed renamable $rcx(tied-def 0), 4, implicit-def dead $eflags; renamable $rax = LEA64r killed renamable $rax, 1, killed renamable $rcx, 32, $noreg"
lua_tonumberx,BB#10,2,"CMP8mi renamable $rax, 1, $noreg, 8, $noreg, 19, implicit-def $eflags :: (load (s8) from %ir.58, align 8, !tbaa !13); JCC_1 %bb.12, 5, implicit killed $eflags"
lua_tonumberx,BB#11,4,"renamable $xmm0 = MOVSDrm_alt killed renamable $rax, 1, $noreg, 0, $noreg :: (load (s64) from %ir.57, !tbaa !12); MOVSDmr $rsp, 1, $noreg, 8, $noreg, killed renamable $xmm0 :: (store (s64) into %ir.4, !tbaa !26); renamable $eax = MOV32ri 1; JMP_1 %bb.13"
lua_tonumberx,BB#12,3,"renamable $rsi = LEA64r $rsp, 1, $noreg, 8, $noreg; $rdi = COPY killed renamable $rax; CALL64pcrel32 @luaV_tonumber_, <regmask $bh $bl $bp $bph $bpl $bx $ebp $ebx $hbp $hbx $rbp $rbx $r12 $r13 $r14 $r15 $r12b $r13b $r14b $r15b $r12bh $r13bh $r14bh $r15bh $r12d $r13d $r14d $r15d $r12w $r13w $r14w $r15w $r12wh and 3 more...>, implicit $rsp, implicit $ssp, implicit $rdi, implicit $rsi, implicit-def $rsp, implicit-def $ssp, implicit-def $eax"
lua_tonumberx,BB#13,2,"TEST64rr renamable $rbx, renamable $rbx, implicit-def $eflags; JCC_1 %bb.15, 4, implicit $eflags"
lua_tonumberx,BB#14,1,"MOV32mr killed renamable $rbx, 1, $noreg, 0, $noreg, killed renamable $eax :: (store (s32) into %ir.2, !tbaa !33)"
lua_tonumberx,BB#15,6,"renamable $xmm0 = MOVSDrm_alt $rsp, 1, $noreg, 8, $noreg :: (dereferenceable load (s64) from %ir.4, !tbaa !26); $rsp = frame-destroy ADD64ri32 $rsp(tied-def 0), 16, implicit-def dead $eflags; frame-destroy CFI_INSTRUCTION def_cfa_offset 16; $rbx = frame-destroy POP64r implicit-def $rsp, implicit $rsp; frame-destroy CFI_INSTRUCTION def_cfa_offset 8; RET 0, $xmm0"
lua_tointegerx,BB#0,9,"frame-setup PUSH64r killed $rbx, implicit-def $rsp, implicit $rsp; frame-setup CFI_INSTRUCTION def_cfa_offset 16; $rsp = frame-setup SUB64ri32 $rsp(tied-def 0), 16, implicit-def dead $eflags; frame-setup CFI_INSTRUCTION def_cfa_offset 32; CFI_INSTRUCTION offset $rbx, -16; MOV64mi32 $rsp, 1, $noreg, 8, $noreg, 0 :: (store (s64) into %ir.4, !tbaa !24); renamable $rcx = MOV64rm renamable $rdi, 1, $noreg, 32, $noreg :: (load (s64) from %ir.5, !tbaa !3); TEST32rr renamable $esi, renamable $esi, implicit-def $eflags; JCC_1 %bb.3, 14, implicit killed $eflags"
lua_tointegerx,BB#1,5,"renamable $eax = MOV32rr killed renamable $esi, implicit-def $rax; renamable $rax = SHL64ri killed renamable $rax(tied-def 0), 4, implicit-def dead $eflags; renamable $rax = ADD64rm killed renamable $rax(tied-def 0), killed renamable $rcx, 1, $noreg, 0, $noreg, implicit-def dead $eflags :: (load (s64) from %ir.6, !tbaa !12); CMP64rm renamable $rax, renamable $rdi, 1, $noreg, 16, $noreg, implicit-def $eflags :: (load (s64) from %ir.12, !tbaa !12); JCC_1 %bb.10, 2, implicit $eflags"
lua_tointegerx,BB#2,3,"renamable $rax = MOV64rm killed renamable $rdi, 1, $noreg, 24, $noreg :: (load (s64) from %ir.53, !tbaa !17), (load (s64) from %ir.49, !tbaa !17), (load (s64) from %ir.16, !tbaa !17); renamable $rax = nuw ADD64ri32 killed renamable $rax(tied-def 0), 80, implicit-def dead $eflags; JMP_1 %bb.10"
lua_tointegerx,BB#3,2,"CMP32ri renamable $esi, -1000999, implicit-def $eflags; JCC_1 %bb.5, 12, implicit killed $eflags"
lua_tointegerx,BB#4,4,"renamable $rax = MOVSX64rr32 killed renamable $esi; renamable $rax = SHL64ri killed renamable $rax(tied-def 0), 4, implicit-def dead $eflags; renamable $rax = ADD64rm killed renamable $rax(tied-def 0), killed renamable $rdi, 1, $noreg, 16, $noreg, implicit-def dead $eflags :: (load (s64) from %ir.22, !tbaa !12); JMP_1 %bb.10"
lua_tointegerx,BB#5,2,"CMP32ri renamable $esi, -1001000, implicit-def $eflags; JCC_1 %bb.7, 5, implicit killed $eflags"
lua_tointegerx,BB#6,3,"renamable $rax = MOV64rm killed renamable $rdi, 1, $noreg, 24, $noreg :: (load (s64) from %ir.29, !tbaa !17); renamable $rax = nuw ADD64ri32 killed renamable $rax(tied-def 0), 64, implicit-def dead $eflags; JMP_1 %bb.10"
lua_tointegerx,BB#7,3,"renamable $rax = MOV64rm killed renamable $rcx, 1, $noreg, 0, $noreg :: (load (s64) from %ir.6, !tbaa !12); CMP8mi renamable $rax, 1, $noreg, 8, $noreg, 102, implicit-def $eflags :: (load (s8) from %ir.34, align 8, !tbaa !12); JCC_1 %bb.2, 5, implicit $eflags"
lua_tointegerx,BB#8,6,"renamable $ecx = MOV32ri -1001000; renamable $ecx = nuw nsw SUB32rr killed renamable $ecx(tied-def 0), renamable $esi, implicit-def dead $eflags; renamable $rax = MOV64rm killed renamable $rax, 1, $noreg, 0, $noreg :: (load (s64) from %ir.33, !tbaa !12); renamable $r8d = MOVZX32rm8 renamable $rax, 1, $noreg, 10, $noreg :: (load (s8) from %ir.40, align 2, !tbaa !29); CMP32rr killed renamable $ecx, killed renamable $r8d, implicit-def $eflags; JCC_1 %bb.2, 7, implicit $eflags"
lua_tointegerx,BB#9,4,"renamable $ecx = MOV32ri -1001001, implicit-def $rcx; renamable $ecx = nuw nsw SUB32rr renamable $ecx(tied-def 0), killed renamable $esi, implicit-def dead $eflags, implicit killed $rcx, implicit-def $rcx; renamable $rcx = SHL64ri killed renamable $rcx(tied-def 0), 4, implicit-def dead $eflags; renamable $rax = LEA64r killed renamable $rax, 1, killed renamable $rcx, 32, $noreg"
lua_tointegerx,BB#10,2,"CMP8mi renamable $rax, 1, $noreg, 8, $noreg, 3, implicit-def $eflags :: (load (s8) from %ir.58, align 8, !tbaa !13); JCC_1 %bb.12, 5, implicit killed $eflags"
lua_tointegerx,BB#11,4,"renamable $rax = MOV64rm killed renamable $rax, 1, $noreg, 0, $noreg :: (load (s64) from %ir.57, !tbaa !12); MOV64mr $rsp, 1, $noreg, 8, $noreg, killed renamable $rax :: (store (s64) into %ir.4, !tbaa !24); renamable $eax = MOV32ri 1; JMP_1 %bb.13"
lua_tointegerx,BB#12,6,"renamable $rsi = LEA64r $rsp, 1, $noreg, 8, $noreg; $rdi = COPY killed renamable $rax; renamable $rbx = COPY killed renamable $rdx; $edx = MOV32r0 implicit-def dead $eflags; CALL64pcrel32 @luaV_tointeger, <regmask $bh $bl $bp $bph $bpl $bx $ebp $ebx $hbp $hbx $rbp $rbx $r12 $r13 $r14 $r15 $r12b $r13b $r14b $r15b $r12bh $r13bh $r14bh $r15bh $r12d $r13d $r14d $r15d $r12w $r13w $r14w $r15w $r12wh and 3 more...>, implicit $rsp, implicit $ssp, implicit $rdi, implicit $rsi, implicit $edx, implicit-def $rsp, implicit-def $ssp, implicit-def $eax; renamable $rdx = COPY killed renamable $rbx"
lua_tointegerx,BB#13,2,"TEST64rr renamable $rdx, renamable $rdx, implicit-def $eflags; JCC_1 %bb.15, 4, implicit $eflags"
lua_tointegerx,BB#14,1,"MOV32mr killed renamable $rdx, 1, $noreg, 0, $noreg, killed renamable $eax :: (store (s32) into %ir.2, !tbaa !33)"
lua_tointegerx,BB#15,6,"renamable $rax = MOV64rm $rsp, 1, $noreg, 8, $noreg :: (dereferenceable load (s64) from %ir.4, !tbaa !24); $rsp = frame-destroy ADD64ri32 $rsp(tied-def 0), 16, implicit-def dead $eflags; frame-destroy CFI_INSTRUCTION def_cfa_offset 16; $rbx = frame-destroy POP64r implicit-def $rsp, implicit $rsp; frame-destroy CFI_INSTRUCTION def_cfa_offset 8; RET 0, $rax"
lua_toboolean,BB#0,3,"renamable $rcx = MOV64rm renamable $rdi, 1, $noreg, 32, $noreg :: (load (s64) from %ir.3, !tbaa !3); TEST32rr renamable $esi, renamable $esi, implicit-def $eflags; JCC_1 %bb.3, 14, implicit killed $eflags"
lua_toboolean,BB#1,5,"renamable $eax = MOV32rr killed renamable $esi, implicit-def $rax; renamable $rax = SHL64ri killed renamable $rax(tied-def 0), 4, implicit-def dead $eflags; renamable $rax = ADD64rm killed renamable $rax(tied-def 0), killed renamable $rcx, 1, $noreg, 0, $noreg, implicit-def dead $eflags :: (load (s64) from %ir.4, !tbaa !12); CMP64rm renamable $rax, renamable $rdi, 1, $noreg, 16, $noreg, implicit-def $eflags :: (load (s64) from %ir.10, !tbaa !12); JCC_1 %bb.10, 2, implicit $eflags"
lua_toboolean,BB#2,3,"renamable $rax = MOV64rm killed renamable $rdi, 1, $noreg, 24, $noreg :: (load (s64) from %ir.51, !tbaa !17), (load (s64) from %ir.47, !tbaa !17), (load (s64) from %ir.14, !tbaa !17); renamable $rax = nuw ADD64ri32 killed renamable $rax(tied-def 0), 80, implicit-def dead $eflags; JMP_1 %bb.10"
lua_toboolean,BB#3,2,"CMP32ri renamable $esi, -1000999, implicit-def $eflags; JCC_1 %bb.5, 12, implicit killed $eflags"
lua_toboolean,BB#4,4,"renamable $rax = MOVSX64rr32 killed renamable $esi; renamable $rax = SHL64ri killed renamable $rax(tied-def 0), 4, implicit-def dead $eflags; renamable $rax = ADD64rm killed renamable $rax(tied-def 0), killed renamable $rdi, 1, $noreg, 16, $noreg, implicit-def dead $eflags :: (load (s64) from %ir.20, !tbaa !12); JMP_1 %bb.10"
lua_toboolean,BB#5,2,"CMP32ri renamable $esi, -1001000, implicit-def $eflags; JCC_1 %bb.7, 5, implicit killed $eflags"
lua_toboolean,BB#6,3,"renamable $rax = MOV64rm killed renamable $rdi, 1, $noreg, 24, $noreg :: (load (s64) from %ir.27, !tbaa !17); renamable $rax = nuw ADD64ri32 killed renamable $rax(tied-def 0), 64, implicit-def dead $eflags; JMP_1 %bb.10"
lua_toboolean,BB#7,3,"renamable $rax = MOV64rm killed renamable $rcx, 1, $noreg, 0, $noreg :: (load (s64) from %ir.4, !tbaa !12); CMP8mi renamable $rax, 1, $noreg, 8, $noreg, 102, implicit-def $eflags :: (load (s8) from %ir.32, align 8, !tbaa !12); JCC_1 %bb.2, 5, implicit $eflags"
lua_toboolean,BB#8,6,"renamable $ecx = MOV32ri -1001000; renamable $ecx = nuw nsw SUB32rr killed renamable $ecx(tied-def 0), renamable $esi, implicit-def dead $eflags; renamable $rax = MOV64rm killed renamable $rax, 1, $noreg, 0, $noreg :: (load (s64) from %ir.31, !tbaa !12); renamable $edx = MOVZX32rm8 renamable $rax, 1, $noreg, 10, $noreg :: (load (s8) from %ir.38, align 2, !tbaa !29); CMP32rr killed renamable $ecx, killed renamable $edx, implicit-def $eflags; JCC_1 %bb.2, 7, implicit $eflags"
lua_toboolean,BB#9,4,"renamable $ecx = MOV32ri -1001001, implicit-def $rcx; renamable $ecx = nuw nsw SUB32rr renamable $ecx(tied-def 0), killed renamable $esi, implicit-def dead $eflags, implicit killed $rcx, implicit-def $rcx; renamable $rcx = SHL64ri killed renamable $rcx(tied-def 0), 4, implicit-def dead $eflags; renamable $rax = LEA64r killed renamable $rax, 1, killed renamable $rcx, 32, $noreg"
lua_toboolean,BB#10,8,"renamable $al = MOV8rm killed renamable $rax, 1, $noreg, 8, $noreg :: (load (s8) from %ir.56, align 8, !tbaa !13); CMP8ri renamable $al, 1, implicit-def $eflags; renamable $cl = SETCCr 5, implicit killed $eflags; TEST8ri killed renamable $al, 15, implicit-def $eflags; renamable $al = SETCCr 5, implicit killed $eflags; renamable $al = AND8rr killed renamable $al(tied-def 0), killed renamable $cl, implicit-def dead $eflags; renamable $eax = MOVZX32rr8 killed renamable $al; RET 0, $eax"
lua_tolstring,BB#0,14,"frame-setup PUSH64r killed $rbp, implicit-def $rsp, implicit $rsp; frame-setup CFI_INSTRUCTION def_cfa_offset 16; frame-setup PUSH64r killed $r14, implicit-def $rsp, implicit $rsp; frame-setup CFI_INSTRUCTION def_cfa_offset 24; frame-setup PUSH64r killed $rbx, implicit-def $rsp, implicit $rsp; frame-setup CFI_INSTRUCTION def_cfa_offset 32; CFI_INSTRUCTION offset $rbx, -32; CFI_INSTRUCTION offset $r14, -24; CFI_INSTRUCTION offset $rbp, -16; renamable $eax = COPY $esi; renamable $rbx = COPY $rdi; renamable $rcx = MOV64rm $rdi, 1, $noreg, 32, $noreg :: (load (s64) from %ir.4, !tbaa !3); TEST32rr $esi, $esi, implicit-def $eflags; JCC_1 %bb.3, 14, implicit $eflags"
lua_tolstring,BB#1,5,"renamable $esi = MOV32rr renamable $eax, implicit-def $rsi; renamable $rsi = SHL64ri killed renamable $rsi(tied-def 0), 4, implicit-def dead $eflags; renamable $rsi = ADD64rm killed renamable $rsi(tied-def 0), killed renamable $rcx, 1, $noreg, 0, $noreg, implicit-def dead $eflags :: (load (s64) from %ir.5, !tbaa !12); CMP64rm renamable $rsi, renamable $rbx, 1, $noreg, 16, $noreg, implicit-def $eflags :: (load (s64) from %ir.11, !tbaa !12); JCC_1 %bb.10, 2, implicit $eflags"
lua_tolstring,BB#2,3,"renamable $rsi = MOV64rm renamable $rbx, 1, $noreg, 24, $noreg :: (load (s64) from %ir.52, !tbaa !17), (load (s64) from %ir.48, !tbaa !17), (load (s64) from %ir.15, !tbaa !17); renamable $rsi = nuw ADD64ri32 killed renamable $rsi(tied-def 0), 80, implicit-def dead $eflags; JMP_1 %bb.10"
lua_tolstring,BB#3,2,"CMP32ri renamable $eax, -1000999, implicit-def $eflags; JCC_1 %bb.5, 12, implicit $eflags"
lua_tolstring,BB#4,4,"renamable $rsi = MOVSX64rr32 renamable $eax; renamable $rsi = SHL64ri killed renamable $rsi(tied-def 0), 4, implicit-def dead $eflags; renamable $rsi = ADD64rm killed renamable $rsi(tied-def 0), renamable $rbx, 1, $noreg, 16, $noreg, implicit-def dead $eflags :: (load (s64) from %ir.21, !tbaa !12); JMP_1 %bb.10"
lua_tolstring,BB#5,2,"CMP32ri renamable $eax, -1001000, implicit-def $eflags; JCC_1 %bb.7, 5, implicit $eflags"
lua_tolstring,BB#6,3,"renamable $rsi = MOV64rm renamable $rbx, 1, $noreg, 24, $noreg :: (load (s64) from %ir.28, !tbaa !17); renamable $rsi = nuw ADD64ri32 killed renamable $rsi(tied-def 0), 64, implicit-def dead $eflags; JMP_1 %bb.10"
lua_tolstring,BB#7,3,"renamable $rcx = MOV64rm killed renamable $rcx, 1, $noreg, 0, $noreg :: (load (s64) from %ir.5, !tbaa !12); CMP8mi renamable $rcx, 1, $noreg, 8, $noreg, 102, implicit-def $eflags :: (load (s8) from %ir.33, align 8, !tbaa !12); JCC_1 %bb.2, 5, implicit $eflags"
lua_tolstring,BB#8,6,"renamable $esi = MOV32ri -1001000; renamable $esi = nuw nsw SUB32rr killed renamable $esi(tied-def 0), renamable $eax, implicit-def dead $eflags; renamable $rcx = MOV64rm killed renamable $rcx, 1, $noreg, 0, $noreg :: (load (s64) from %ir.32, !tbaa !12); renamable $edi = MOVZX32rm8 renamable $rcx, 1, $noreg, 10, $noreg :: (load (s8) from %ir.39, align 2, !tbaa !29); CMP32rr killed renamable $esi, killed renamable $edi, implicit-def $eflags; JCC_1 %bb.2, 7, implicit $eflags"
lua_tolstring,BB#9,4,"renamable $esi = MOV32ri -1001001, implicit-def $rsi; renamable $esi = nuw nsw SUB32rr renamable $esi(tied-def 0), renamable $eax, implicit-def dead $eflags, implicit killed $rsi, implicit-def $rsi; renamable $rsi = SHL64ri killed renamable $rsi(tied-def 0), 4, implicit-def dead $eflags; renamable $rsi = LEA64r killed renamable $rcx, 1, killed renamable $rsi, 32, $noreg"
lua_tolstring,BB#10,4,"renamable $ecx = MOVZX32rm8 renamable $rsi, 1, $noreg, 8, $noreg :: (load (s8) from %ir.57, align 8, !tbaa !13); renamable $ecx = AND32ri killed renamable $ecx(tied-def 0), 15, implicit-def dead $eflags; CMP32ri renamable $ecx, 3, implicit-def $eflags; JCC_1 %bb.15, 4, implicit $eflags"
lua_tolstring,BB#11,2,"CMP32ri killed renamable $ecx, 4, implicit-def $eflags; JCC_1 %bb.27, 4, implicit $eflags"
lua_tolstring,BB#12,2,"TEST64rr renamable $rdx, renamable $rdx, implicit-def $eflags; JCC_1 %bb.14, 5, implicit $eflags"
lua_tolstring,BB#13,2,"renamable $eax = MOV32r0 implicit-def dead $eflags, implicit-def $rax; JMP_1 %bb.33"
lua_tolstring,BB#14,3,"MOV64mi32 killed renamable $rdx, 1, $noreg, 0, $noreg, 0 :: (store (s64) into %ir.2, !tbaa !35); renamable $eax = MOV32r0 implicit-def dead $eflags, implicit-def $rax; JMP_1 %bb.33"
lua_tolstring,BB#15,7,"renamable $ebp = COPY killed renamable $eax; renamable $r14 = COPY killed renamable $rdx; $rdi = COPY renamable $rbx; CALL64pcrel32 @luaO_tostring, <regmask $bh $bl $bp $bph $bpl $bx $ebp $ebx $hbp $hbx $rbp $rbx $r12 $r13 $r14 $r15 $r12b $r13b $r14b $r15b $r12bh $r13bh $r14bh $r15bh $r12d $r13d $r14d $r15d $r12w $r13w $r14w $r15w $r12wh and 3 more...>, implicit $rsp, implicit $ssp, implicit $rdi, implicit $rsi, implicit-def $rsp, implicit-def $ssp; renamable $rax = MOV64rm renamable $rbx, 1, $noreg, 24, $noreg :: (load (s64) from %ir.65, !tbaa !17); CMP64mi32 killed renamable $rax, 1, $noreg, 24, $noreg, 0, implicit-def $eflags :: (load (s64) from %ir.67, !tbaa !36); JCC_1 %bb.17, 14, implicit $eflags"
lua_tolstring,BB#16,2,"$rdi = COPY renamable $rbx; CALL64pcrel32 @luaC_step, <regmask $bh $bl $bp $bph $bpl $bx $ebp $ebx $hbp $hbx $rbp $rbx $r12 $r13 $r14 $r15 $r12b $r13b $r14b $r15b $r12bh $r13bh $r14bh $r15bh $r12d $r13d $r14d $r15d $r12w $r13w $r14w $r15w $r12wh and 3 more...>, implicit $rsp, implicit $ssp, implicit $rdi, implicit-def $rsp, implicit-def $ssp"
lua_tolstring,BB#17,5,"renamable $rcx = MOV64rm renamable $rbx, 1, $noreg, 32, $noreg :: (load (s64) from %ir.73, !tbaa !3); renamable $eax = COPY renamable $ebp; TEST32rr $ebp, $ebp, implicit-def $eflags; renamable $rdx = COPY killed renamable $r14; JCC_1 %bb.20, 14, implicit $eflags"
