function_name,basicblock_id,number_of_instructions,instructions
lua_geti,BB#0,15,"frame-setup PUSH64r killed $r15, implicit-def $rsp, implicit $rsp; frame-setup CFI_INSTRUCTION def_cfa_offset 16; frame-setup PUSH64r killed $r14, implicit-def $rsp, implicit $rsp; frame-setup CFI_INSTRUCTION def_cfa_offset 24; frame-setup PUSH64r killed $rbx, implicit-def $rsp, implicit $rsp; frame-setup CFI_INSTRUCTION def_cfa_offset 32; $rsp = frame-setup SUB64ri32 $rsp(tied-def 0), 16, implicit-def dead $eflags; frame-setup CFI_INSTRUCTION def_cfa_offset 48; CFI_INSTRUCTION offset $rbx, -32; CFI_INSTRUCTION offset $r14, -24; CFI_INSTRUCTION offset $r15, -16; renamable $rbx = COPY $rdi; renamable $rax = MOV64rm $rdi, 1, $noreg, 32, $noreg :: (load (s64) from %ir.5); TEST32rr renamable $esi, renamable $esi, implicit-def $eflags; JCC_1 %bb.3, 14, implicit killed $eflags"
lua_geti,BB#1,5,"renamable $esi = MOV32rr killed renamable $esi, implicit-def $rsi; renamable $rsi = SHL64ri killed renamable $rsi(tied-def 0), 4, implicit-def dead $eflags; renamable $rsi = ADD64rm killed renamable $rsi(tied-def 0), killed renamable $rax, 1, $noreg, 0, $noreg, implicit-def dead $eflags :: (load (s64) from %ir.6); CMP64rm renamable $rsi, renamable $rbx, 1, $noreg, 16, $noreg, implicit-def $eflags :: (load (s64) from %ir.12); JCC_1 %bb.10, 2, implicit $eflags"
lua_geti,BB#2,3,"renamable $rsi = MOV64rm renamable $rbx, 1, $noreg, 24, $noreg :: (load (s64) from %ir.53), (load (s64) from %ir.49), (load (s64) from %ir.16); renamable $rsi = nuw ADD64ri32 killed renamable $rsi(tied-def 0), 80, implicit-def dead $eflags; JMP_1 %bb.10"
lua_geti,BB#3,2,"CMP32ri renamable $esi, -1000999, implicit-def $eflags; JCC_1 %bb.5, 12, implicit killed $eflags"
lua_geti,BB#4,4,"renamable $rsi = MOVSX64rr32 killed renamable $esi; renamable $rsi = SHL64ri killed renamable $rsi(tied-def 0), 4, implicit-def dead $eflags; renamable $rsi = ADD64rm killed renamable $rsi(tied-def 0), renamable $rbx, 1, $noreg, 16, $noreg, implicit-def dead $eflags :: (load (s64) from %ir.22); JMP_1 %bb.10"
lua_geti,BB#5,2,"CMP32ri renamable $esi, -1001000, implicit-def $eflags; JCC_1 %bb.7, 5, implicit killed $eflags"
lua_geti,BB#6,3,"renamable $rsi = MOV64rm renamable $rbx, 1, $noreg, 24, $noreg :: (load (s64) from %ir.29); renamable $rsi = nuw ADD64ri32 killed renamable $rsi(tied-def 0), 64, implicit-def dead $eflags; JMP_1 %bb.10"
lua_geti,BB#7,3,"renamable $rax = MOV64rm killed renamable $rax, 1, $noreg, 0, $noreg :: (load (s64) from %ir.6); CMP8mi renamable $rax, 1, $noreg, 8, $noreg, 102, implicit-def $eflags :: (load (s8) from %ir.34, align 8); JCC_1 %bb.2, 5, implicit $eflags"
lua_geti,BB#8,6,"renamable $ecx = MOV32ri -1001000; renamable $ecx = nuw nsw SUB32rr killed renamable $ecx(tied-def 0), renamable $esi, implicit-def dead $eflags; renamable $rax = MOV64rm killed renamable $rax, 1, $noreg, 0, $noreg :: (load (s64) from %ir.33); renamable $edi = MOVZX32rm8 renamable $rax, 1, $noreg, 10, $noreg :: (load (s8) from %ir.40, align 2); CMP32rr killed renamable $ecx, killed renamable $edi, implicit-def $eflags; JCC_1 %bb.2, 7, implicit $eflags"
lua_geti,BB#9,4,"renamable $ecx = MOV32ri -1001001, implicit-def $rcx; renamable $ecx = nuw nsw SUB32rr renamable $ecx(tied-def 0), killed renamable $esi, implicit-def dead $eflags, implicit killed $rcx, implicit-def $rcx; renamable $rcx = SHL64ri killed renamable $rcx(tied-def 0), 4, implicit-def dead $eflags; renamable $rsi = LEA64r killed renamable $rax, 1, killed renamable $rcx, 32, $noreg"
lua_geti,BB#10,2,"CMP8mi renamable $rsi, 1, $noreg, 8, $noreg, 69, implicit-def $eflags :: (load (s8) from %ir.58, align 8); JCC_1 %bb.13, 4, implicit killed $eflags"
lua_geti,BB#11,1,"renamable $r8d = MOV32r0 implicit-def dead $eflags, implicit-def $r8"
lua_geti,BB#12,7,"MOV64mr $rsp, 1, $noreg, 0, $noreg, killed renamable $rdx :: (store (s64) into %ir.4, !tbaa !12); MOV8mi $rsp, 1, $noreg, 8, $noreg, 3 :: (store (s8) into %ir.89, align 8, !tbaa !13); renamable $rcx = MOV64rm renamable $rbx, 1, $noreg, 16, $noreg :: (load (s64) from %ir.90); $rdx = MOV64rr $rsp; $rdi = COPY renamable $rbx; CALL64pcrel32 @luaV_finishget, <regmask $bh $bl $bp $bph $bpl $bx $ebp $ebx $hbp $hbx $rbp $rbx $r12 $r13 $r14 $r15 $r12b $r13b $r14b $r15b $r12bh $r13bh $r14bh $r15bh $r12d $r13d $r14d $r15d $r12w $r13w $r14w $r15w $r12wh and 3 more...>, implicit $rsp, implicit $ssp, implicit $rdi, implicit $rsi, implicit $rdx, implicit $rcx, implicit $r8, implicit-def $rsp, implicit-def $ssp; JMP_1 %bb.18"
lua_geti,BB#13,5,"renamable $r8 = LEA64r renamable $rdx, 1, $noreg, -1, $noreg; renamable $rdi = MOV64rm renamable $rsi, 1, $noreg, 0, $noreg :: (load (s64) from %ir.57); renamable $eax = MOV32rm renamable $rdi, 1, $noreg, 12, $noreg, implicit-def $rax :: (load (s32) from %ir.64); CMP64rr renamable $r8, killed renamable $rax, implicit-def $eflags; JCC_1 %bb.15, 3, implicit killed $eflags"
lua_geti,BB#14,3,"renamable $r8 = SHL64ri killed renamable $r8(tied-def 0), 4, implicit-def dead $eflags; renamable $r8 = ADD64rm killed renamable $r8(tied-def 0), killed renamable $rdi, 1, $noreg, 16, $noreg, implicit-def dead $eflags :: (load (s64) from %ir.69); JMP_1 %bb.16"
lua_geti,BB#15,7,"renamable $r14 = COPY killed renamable $rsi; $rsi = COPY renamable $rdx; renamable $r15 = COPY killed renamable $rdx; CALL64pcrel32 @luaH_getint, <regmask $bh $bl $bp $bph $bpl $bx $ebp $ebx $hbp $hbx $rbp $rbx $r12 $r13 $r14 $r15 $r12b $r13b $r14b $r15b $r12bh $r13bh $r14bh $r15bh $r12d $r13d $r14d $r15d $r12w $r13w $r14w $r15w $r12wh and 3 more...>, implicit $rsp, implicit $ssp, implicit $rdi, implicit $rsi, implicit-def $rsp, implicit-def $ssp, implicit-def $rax; renamable $rsi = COPY killed renamable $r14; renamable $rdx = COPY killed renamable $r15; renamable $r8 = COPY $rax"
lua_geti,BB#16,2,"TEST8mi renamable $r8, 1, $noreg, 8, $noreg, 15, implicit-def $eflags :: (load (s8) from %ir.76, align 8); JCC_1 %bb.12, 4, implicit $eflags"
lua_geti,BB#17,5,"renamable $rax = MOV64rm renamable $rbx, 1, $noreg, 16, $noreg :: (load (s64) from %ir.81); renamable $rcx = MOV64rm renamable $r8, 1, $noreg, 0, $noreg :: (load (s64) from %ir.75); MOV64mr renamable $rax, 1, $noreg, 0, $noreg, killed renamable $rcx :: (store (s64) into %ir.82); renamable $cl = MOV8rm killed renamable $r8, 1, $noreg, 8, $noreg :: (load (s8) from %ir.84, align 8); MOV8mr killed renamable $rax, 1, $noreg, 8, $noreg, killed renamable $cl :: (store (s8) into %ir.86, align 8)"
lua_geti,BB#18,14,"renamable $rax = MOV64rm renamable $rbx, 1, $noreg, 16, $noreg :: (load (s64) from %ir.93); renamable $rcx = LEA64r renamable $rax, 1, $noreg, 16, $noreg; MOV64mr killed renamable $rbx, 1, $noreg, 16, $noreg, killed renamable $rcx :: (store (s64) into %ir.93); renamable $eax = MOVZX32rm8 killed renamable $rax, 1, $noreg, 8, $noreg :: (load (s8) from %ir.96, align 8); renamable $eax = AND32ri killed renamable $eax(tied-def 0), 15, implicit-def dead $eflags; $rsp = frame-destroy ADD64ri32 $rsp(tied-def 0), 16, implicit-def dead $eflags; frame-destroy CFI_INSTRUCTION def_cfa_offset 32; $rbx = frame-destroy POP64r implicit-def $rsp, implicit $rsp; frame-destroy CFI_INSTRUCTION def_cfa_offset 24; $r14 = frame-destroy POP64r implicit-def $rsp, implicit $rsp; frame-destroy CFI_INSTRUCTION def_cfa_offset 16; $r15 = frame-destroy POP64r implicit-def $rsp, implicit $rsp; frame-destroy CFI_INSTRUCTION def_cfa_offset 8; RET 0, $eax"
lua_rawget,BB#0,7,"frame-setup PUSH64r killed $rbx, implicit-def $rsp, implicit $rsp; frame-setup CFI_INSTRUCTION def_cfa_offset 16; CFI_INSTRUCTION offset $rbx, -16; renamable $rbx = COPY $rdi; renamable $rcx = MOV64rm $rdi, 1, $noreg, 32, $noreg :: (load (s64) from %ir.3, !tbaa !3); TEST32rr renamable $esi, renamable $esi, implicit-def $eflags; JCC_1 %bb.3, 14, implicit killed $eflags"
lua_rawget,BB#1,5,"renamable $eax = MOV32rr killed renamable $esi, implicit-def $rax; renamable $rax = SHL64ri killed renamable $rax(tied-def 0), 4, implicit-def dead $eflags; renamable $rax = ADD64rm killed renamable $rax(tied-def 0), killed renamable $rcx, 1, $noreg, 0, $noreg, implicit-def dead $eflags :: (load (s64) from %ir.4, !tbaa !12); CMP64rm renamable $rax, renamable $rbx, 1, $noreg, 16, $noreg, implicit-def $eflags :: (load (s64) from %ir.10, !tbaa !12); JCC_1 %bb.10, 2, implicit $eflags"
lua_rawget,BB#2,3,"renamable $rax = MOV64rm renamable $rbx, 1, $noreg, 24, $noreg :: (load (s64) from %ir.51, !tbaa !17), (load (s64) from %ir.47, !tbaa !17), (load (s64) from %ir.14, !tbaa !17); renamable $rax = nuw ADD64ri32 killed renamable $rax(tied-def 0), 80, implicit-def dead $eflags; JMP_1 %bb.10"
lua_rawget,BB#3,2,"CMP32ri renamable $esi, -1000999, implicit-def $eflags; JCC_1 %bb.5, 12, implicit killed $eflags"
lua_rawget,BB#4,4,"renamable $rax = MOVSX64rr32 killed renamable $esi; renamable $rax = SHL64ri killed renamable $rax(tied-def 0), 4, implicit-def dead $eflags; renamable $rax = ADD64rm killed renamable $rax(tied-def 0), renamable $rbx, 1, $noreg, 16, $noreg, implicit-def dead $eflags :: (load (s64) from %ir.20, !tbaa !12); JMP_1 %bb.10"
lua_rawget,BB#5,2,"CMP32ri renamable $esi, -1001000, implicit-def $eflags; JCC_1 %bb.7, 5, implicit killed $eflags"
lua_rawget,BB#6,3,"renamable $rax = MOV64rm renamable $rbx, 1, $noreg, 24, $noreg :: (load (s64) from %ir.27, !tbaa !17); renamable $rax = nuw ADD64ri32 killed renamable $rax(tied-def 0), 64, implicit-def dead $eflags; JMP_1 %bb.10"
lua_rawget,BB#7,3,"renamable $rax = MOV64rm killed renamable $rcx, 1, $noreg, 0, $noreg :: (load (s64) from %ir.4, !tbaa !12); CMP8mi renamable $rax, 1, $noreg, 8, $noreg, 102, implicit-def $eflags :: (load (s8) from %ir.32, align 8, !tbaa !12); JCC_1 %bb.2, 5, implicit $eflags"
lua_rawget,BB#8,6,"renamable $ecx = MOV32ri -1001000; renamable $ecx = nuw nsw SUB32rr killed renamable $ecx(tied-def 0), renamable $esi, implicit-def dead $eflags; renamable $rax = MOV64rm killed renamable $rax, 1, $noreg, 0, $noreg :: (load (s64) from %ir.31, !tbaa !12); renamable $edx = MOVZX32rm8 renamable $rax, 1, $noreg, 10, $noreg :: (load (s8) from %ir.38, align 2, !tbaa !29); CMP32rr killed renamable $ecx, killed renamable $edx, implicit-def $eflags; JCC_1 %bb.2, 7, implicit $eflags"
lua_rawget,BB#9,4,"renamable $ecx = MOV32ri -1001001, implicit-def $rcx; renamable $ecx = nuw nsw SUB32rr renamable $ecx(tied-def 0), killed renamable $esi, implicit-def dead $eflags, implicit killed $rcx, implicit-def $rcx; renamable $rcx = SHL64ri killed renamable $rcx(tied-def 0), 4, implicit-def dead $eflags; renamable $rax = LEA64r killed renamable $rax, 1, killed renamable $rcx, 32, $noreg"
lua_rawget,BB#10,9,"renamable $rdi = MOV64rm killed renamable $rax, 1, $noreg, 0, $noreg :: (load (s64) from %ir.55, !tbaa !12); renamable $rsi = MOV64rm renamable $rbx, 1, $noreg, 16, $noreg :: (load (s64) from %ir.57, !tbaa !12); renamable $rsi = ADD64ri32 killed renamable $rsi(tied-def 0), -16, implicit-def dead $eflags; CALL64pcrel32 @luaH_get, <regmask $bh $bl $bp $bph $bpl $bx $ebp $ebx $hbp $hbx $rbp $rbx $r12 $r13 $r14 $r15 $r12b $r13b $r14b $r15b $r12bh $r13bh $r14bh $r15bh $r12d $r13d $r14d $r15d $r12w $r13w $r14w $r15w $r12wh and 3 more...>, implicit $rsp, implicit $ssp, implicit $rdi, implicit $rsi, implicit-def $rsp, implicit-def $ssp, implicit-def $rax; renamable $rcx = MOV64rm renamable $rbx, 1, $noreg, 16, $noreg :: (load (s64) from %ir.57, !tbaa !12); renamable $rdx = LEA64r renamable $rcx, 1, $noreg, -16, $noreg; MOV64mr renamable $rbx, 1, $noreg, 16, $noreg, renamable $rdx :: (store (s64) into %ir.57, !tbaa !12); TEST8mi renamable $rax, 1, $noreg, 8, $noreg, 15, implicit-def $eflags :: (load (s8) from %ir.63, align 8, !tbaa !13); JCC_1 %bb.12, 5, implicit killed $eflags"
lua_rawget,BB#11,2,renamable $eax = MOV32r0 implicit-def dead $eflags; JMP_1 %bb.13
lua_rawget,BB#12,3,"renamable $rsi = MOV64rm renamable $rax, 1, $noreg, 0, $noreg :: (load (s64) from %ir.60); MOV64mr killed renamable $rdx, 1, $noreg, 0, $noreg, killed renamable $rsi :: (store (s64) into %ir.62); renamable $al = MOV8rm killed renamable $rax, 1, $noreg, 8, $noreg, implicit-def $eax :: (load (s8) from %ir.69, align 8, !tbaa !13)"
lua_rawget,BB#13,9,"MOV8mr killed renamable $rcx, 1, $noreg, -8, $noreg, renamable $al, implicit killed $eax :: (store (s8) into %ir.73, align 8, !tbaa !12); renamable $rax = MOV64rm renamable $rbx, 1, $noreg, 16, $noreg :: (load (s64) from %ir.74, !tbaa !12); renamable $rcx = LEA64r renamable $rax, 1, $noreg, 16, $noreg; MOV64mr killed renamable $rbx, 1, $noreg, 16, $noreg, killed renamable $rcx :: (store (s64) into %ir.74, !tbaa !12); renamable $eax = MOVZX32rm8 killed renamable $rax, 1, $noreg, 8, $noreg :: (load (s8) from %ir.77, align 8, !tbaa !12); renamable $eax = AND32ri killed renamable $eax(tied-def 0), 15, implicit-def dead $eflags; $rbx = frame-destroy POP64r implicit-def $rsp, implicit $rsp; frame-destroy CFI_INSTRUCTION def_cfa_offset 8; RET 0, $eax"
lua_rawgeti,BB#0,7,"frame-setup PUSH64r killed $rbx, implicit-def $rsp, implicit $rsp; frame-setup CFI_INSTRUCTION def_cfa_offset 16; CFI_INSTRUCTION offset $rbx, -16; renamable $rbx = COPY $rdi; renamable $rcx = MOV64rm $rdi, 1, $noreg, 32, $noreg :: (load (s64) from %ir.4, !tbaa !3); TEST32rr renamable $esi, renamable $esi, implicit-def $eflags; JCC_1 %bb.3, 14, implicit killed $eflags"
lua_rawgeti,BB#1,5,"renamable $eax = MOV32rr killed renamable $esi, implicit-def $rax; renamable $rax = SHL64ri killed renamable $rax(tied-def 0), 4, implicit-def dead $eflags; renamable $rax = ADD64rm killed renamable $rax(tied-def 0), killed renamable $rcx, 1, $noreg, 0, $noreg, implicit-def dead $eflags :: (load (s64) from %ir.5, !tbaa !12); CMP64rm renamable $rax, renamable $rbx, 1, $noreg, 16, $noreg, implicit-def $eflags :: (load (s64) from %ir.11, !tbaa !12); JCC_1 %bb.10, 2, implicit $eflags"
lua_rawgeti,BB#2,3,"renamable $rax = MOV64rm renamable $rbx, 1, $noreg, 24, $noreg :: (load (s64) from %ir.52, !tbaa !17), (load (s64) from %ir.48, !tbaa !17), (load (s64) from %ir.15, !tbaa !17); renamable $rax = nuw ADD64ri32 killed renamable $rax(tied-def 0), 80, implicit-def dead $eflags; JMP_1 %bb.10"
lua_rawgeti,BB#3,2,"CMP32ri renamable $esi, -1000999, implicit-def $eflags; JCC_1 %bb.5, 12, implicit killed $eflags"
lua_rawgeti,BB#4,4,"renamable $rax = MOVSX64rr32 killed renamable $esi; renamable $rax = SHL64ri killed renamable $rax(tied-def 0), 4, implicit-def dead $eflags; renamable $rax = ADD64rm killed renamable $rax(tied-def 0), renamable $rbx, 1, $noreg, 16, $noreg, implicit-def dead $eflags :: (load (s64) from %ir.21, !tbaa !12); JMP_1 %bb.10"
lua_rawgeti,BB#5,2,"CMP32ri renamable $esi, -1001000, implicit-def $eflags; JCC_1 %bb.7, 5, implicit killed $eflags"
lua_rawgeti,BB#6,3,"renamable $rax = MOV64rm renamable $rbx, 1, $noreg, 24, $noreg :: (load (s64) from %ir.28, !tbaa !17); renamable $rax = nuw ADD64ri32 killed renamable $rax(tied-def 0), 64, implicit-def dead $eflags; JMP_1 %bb.10"
lua_rawgeti,BB#7,3,"renamable $rax = MOV64rm killed renamable $rcx, 1, $noreg, 0, $noreg :: (load (s64) from %ir.5, !tbaa !12); CMP8mi renamable $rax, 1, $noreg, 8, $noreg, 102, implicit-def $eflags :: (load (s8) from %ir.33, align 8, !tbaa !12); JCC_1 %bb.2, 5, implicit $eflags"
lua_rawgeti,BB#8,6,"renamable $ecx = MOV32ri -1001000; renamable $ecx = nuw nsw SUB32rr killed renamable $ecx(tied-def 0), renamable $esi, implicit-def dead $eflags; renamable $rax = MOV64rm killed renamable $rax, 1, $noreg, 0, $noreg :: (load (s64) from %ir.32, !tbaa !12); renamable $edi = MOVZX32rm8 renamable $rax, 1, $noreg, 10, $noreg :: (load (s8) from %ir.39, align 2, !tbaa !29); CMP32rr killed renamable $ecx, killed renamable $edi, implicit-def $eflags; JCC_1 %bb.2, 7, implicit $eflags"
lua_rawgeti,BB#9,4,"renamable $ecx = MOV32ri -1001001, implicit-def $rcx; renamable $ecx = nuw nsw SUB32rr renamable $ecx(tied-def 0), killed renamable $esi, implicit-def dead $eflags, implicit killed $rcx, implicit-def $rcx; renamable $rcx = SHL64ri killed renamable $rcx(tied-def 0), 4, implicit-def dead $eflags; renamable $rax = LEA64r killed renamable $rax, 1, killed renamable $rcx, 32, $noreg"
lua_rawgeti,BB#10,6,"renamable $rdi = MOV64rm killed renamable $rax, 1, $noreg, 0, $noreg :: (load (s64) from %ir.56, !tbaa !12); $rsi = COPY killed renamable $rdx; CALL64pcrel32 @luaH_getint, <regmask $bh $bl $bp $bph $bpl $bx $ebp $ebx $hbp $hbx $rbp $rbx $r12 $r13 $r14 $r15 $r12b $r13b $r14b $r15b $r12bh $r13bh $r14bh $r15bh $r12d $r13d $r14d $r15d $r12w $r13w $r14w $r15w $r12wh and 3 more...>, implicit $rsp, implicit $ssp, implicit $rdi, implicit $rsi, implicit-def $rsp, implicit-def $ssp, implicit-def $rax; TEST8mi renamable $rax, 1, $noreg, 8, $noreg, 15, implicit-def $eflags :: (load (s8) from %ir.59, align 8, !tbaa !13); renamable $rcx = MOV64rm renamable $rbx, 1, $noreg, 16, $noreg :: (load (s64) from %ir.63, !tbaa !12); JCC_1 %bb.12, 5, implicit killed $eflags"
lua_rawgeti,BB#11,2,renamable $eax = MOV32r0 implicit-def dead $eflags; JMP_1 %bb.13
lua_rawgeti,BB#12,3,"renamable $rdx = MOV64rm renamable $rax, 1, $noreg, 0, $noreg :: (load (s64) from %ir.58); MOV64mr renamable $rcx, 1, $noreg, 0, $noreg, killed renamable $rdx :: (store (s64) into %ir.64); renamable $al = MOV8rm killed renamable $rax, 1, $noreg, 8, $noreg, implicit-def $eax :: (load (s8) from %ir.67, align 8, !tbaa !13)"
lua_rawgeti,BB#13,9,"MOV8mr killed renamable $rcx, 1, $noreg, 8, $noreg, renamable $al, implicit killed $eax :: (store (s8) into %ir.71, align 8, !tbaa !12); renamable $rax = MOV64rm renamable $rbx, 1, $noreg, 16, $noreg :: (load (s64) from %ir.72, !tbaa !12); renamable $rcx = LEA64r renamable $rax, 1, $noreg, 16, $noreg; MOV64mr killed renamable $rbx, 1, $noreg, 16, $noreg, killed renamable $rcx :: (store (s64) into %ir.72, !tbaa !12); renamable $eax = MOVZX32rm8 killed renamable $rax, 1, $noreg, 8, $noreg :: (load (s8) from %ir.75, align 8, !tbaa !12); renamable $eax = AND32ri killed renamable $eax(tied-def 0), 15, implicit-def dead $eflags; $rbx = frame-destroy POP64r implicit-def $rsp, implicit $rsp; frame-destroy CFI_INSTRUCTION def_cfa_offset 8; RET 0, $eax"
lua_rawgetp,BB#0,9,"frame-setup PUSH64r killed $rbx, implicit-def $rsp, implicit $rsp; frame-setup CFI_INSTRUCTION def_cfa_offset 16; $rsp = frame-setup SUB64ri32 $rsp(tied-def 0), 16, implicit-def dead $eflags; frame-setup CFI_INSTRUCTION def_cfa_offset 32; CFI_INSTRUCTION offset $rbx, -16; renamable $rbx = COPY $rdi; renamable $rcx = MOV64rm $rdi, 1, $noreg, 32, $noreg :: (load (s64) from %ir.5); TEST32rr renamable $esi, renamable $esi, implicit-def $eflags; JCC_1 %bb.3, 14, implicit killed $eflags"
lua_rawgetp,BB#1,5,"renamable $eax = MOV32rr killed renamable $esi, implicit-def $rax; renamable $rax = SHL64ri killed renamable $rax(tied-def 0), 4, implicit-def dead $eflags; renamable $rax = ADD64rm killed renamable $rax(tied-def 0), killed renamable $rcx, 1, $noreg, 0, $noreg, implicit-def dead $eflags :: (load (s64) from %ir.6); CMP64rm renamable $rax, renamable $rbx, 1, $noreg, 16, $noreg, implicit-def $eflags :: (load (s64) from %ir.12); JCC_1 %bb.10, 2, implicit $eflags"
lua_rawgetp,BB#2,3,"renamable $rax = MOV64rm renamable $rbx, 1, $noreg, 24, $noreg :: (load (s64) from %ir.53), (load (s64) from %ir.49), (load (s64) from %ir.16); renamable $rax = nuw ADD64ri32 killed renamable $rax(tied-def 0), 80, implicit-def dead $eflags; JMP_1 %bb.10"
lua_rawgetp,BB#3,2,"CMP32ri renamable $esi, -1000999, implicit-def $eflags; JCC_1 %bb.5, 12, implicit killed $eflags"
lua_rawgetp,BB#4,4,"renamable $rax = MOVSX64rr32 killed renamable $esi; renamable $rax = SHL64ri killed renamable $rax(tied-def 0), 4, implicit-def dead $eflags; renamable $rax = ADD64rm killed renamable $rax(tied-def 0), renamable $rbx, 1, $noreg, 16, $noreg, implicit-def dead $eflags :: (load (s64) from %ir.22); JMP_1 %bb.10"
lua_rawgetp,BB#5,2,"CMP32ri renamable $esi, -1001000, implicit-def $eflags; JCC_1 %bb.7, 5, implicit killed $eflags"
lua_rawgetp,BB#6,3,"renamable $rax = MOV64rm renamable $rbx, 1, $noreg, 24, $noreg :: (load (s64) from %ir.29); renamable $rax = nuw ADD64ri32 killed renamable $rax(tied-def 0), 64, implicit-def dead $eflags; JMP_1 %bb.10"
lua_rawgetp,BB#7,3,"renamable $rax = MOV64rm killed renamable $rcx, 1, $noreg, 0, $noreg :: (load (s64) from %ir.6); CMP8mi renamable $rax, 1, $noreg, 8, $noreg, 102, implicit-def $eflags :: (load (s8) from %ir.34, align 8); JCC_1 %bb.2, 5, implicit $eflags"
lua_rawgetp,BB#8,6,"renamable $ecx = MOV32ri -1001000; renamable $ecx = nuw nsw SUB32rr killed renamable $ecx(tied-def 0), renamable $esi, implicit-def dead $eflags; renamable $rax = MOV64rm killed renamable $rax, 1, $noreg, 0, $noreg :: (load (s64) from %ir.33); renamable $edi = MOVZX32rm8 renamable $rax, 1, $noreg, 10, $noreg :: (load (s8) from %ir.40, align 2); CMP32rr killed renamable $ecx, killed renamable $edi, implicit-def $eflags; JCC_1 %bb.2, 7, implicit $eflags"
lua_rawgetp,BB#9,4,"renamable $ecx = MOV32ri -1001001, implicit-def $rcx; renamable $ecx = nuw nsw SUB32rr renamable $ecx(tied-def 0), killed renamable $esi, implicit-def dead $eflags, implicit killed $rcx, implicit-def $rcx; renamable $rcx = SHL64ri killed renamable $rcx(tied-def 0), 4, implicit-def dead $eflags; renamable $rax = LEA64r killed renamable $rax, 1, killed renamable $rcx, 32, $noreg"
lua_rawgetp,BB#10,8,"renamable $rdi = MOV64rm killed renamable $rax, 1, $noreg, 0, $noreg :: (load (s64) from %ir.57); MOV64mr $rsp, 1, $noreg, 0, $noreg, killed renamable $rdx :: (store (s64) into %ir.4, !tbaa !12); MOV8mi $rsp, 1, $noreg, 8, $noreg, 2 :: (store (s8) into %ir.59, align 8, !tbaa !13); $rsi = MOV64rr $rsp; CALL64pcrel32 @luaH_get, <regmask $bh $bl $bp $bph $bpl $bx $ebp $ebx $hbp $hbx $rbp $rbx $r12 $r13 $r14 $r15 $r12b $r13b $r14b $r15b $r12bh $r13bh $r14bh $r15bh $r12d $r13d $r14d $r15d $r12w $r13w $r14w $r15w $r12wh and 3 more...>, implicit $rsp, implicit $ssp, implicit $rdi, implicit $rsi, implicit-def $rsp, implicit-def $ssp, implicit-def $rax; TEST8mi renamable $rax, 1, $noreg, 8, $noreg, 15, implicit-def $eflags :: (load (s8) from %ir.61, align 8); renamable $rcx = MOV64rm renamable $rbx, 1, $noreg, 16, $noreg :: (load (s64) from %ir.65); JCC_1 %bb.12, 5, implicit killed $eflags"
lua_rawgetp,BB#11,2,renamable $eax = MOV32r0 implicit-def dead $eflags; JMP_1 %bb.13
lua_rawgetp,BB#12,3,"renamable $rdx = MOV64rm renamable $rax, 1, $noreg, 0, $noreg :: (load (s64) from %ir.60); MOV64mr renamable $rcx, 1, $noreg, 0, $noreg, killed renamable $rdx :: (store (s64) into %ir.66); renamable $al = MOV8rm killed renamable $rax, 1, $noreg, 8, $noreg, implicit-def $eax :: (load (s8) from %ir.69, align 8)"
lua_rawgetp,BB#13,11,"MOV8mr killed renamable $rcx, 1, $noreg, 8, $noreg, renamable $al, implicit killed $eax :: (store (s8) into %ir.73, align 8); renamable $rax = MOV64rm renamable $rbx, 1, $noreg, 16, $noreg :: (load (s64) from %ir.74); renamable $rcx = LEA64r renamable $rax, 1, $noreg, 16, $noreg; MOV64mr killed renamable $rbx, 1, $noreg, 16, $noreg, killed renamable $rcx :: (store (s64) into %ir.74); renamable $eax = MOVZX32rm8 killed renamable $rax, 1, $noreg, 8, $noreg :: (load (s8) from %ir.77, align 8); renamable $eax = AND32ri killed renamable $eax(tied-def 0), 15, implicit-def dead $eflags; $rsp = frame-destroy ADD64ri32 $rsp(tied-def 0), 16, implicit-def dead $eflags; frame-destroy CFI_INSTRUCTION def_cfa_offset 16; $rbx = frame-destroy POP64r implicit-def $rsp, implicit $rsp; frame-destroy CFI_INSTRUCTION def_cfa_offset 8; RET 0, $eax"
