function_name,basicblock_id,has_tracing_call,number_of_instructions,instructions
luaL_loadbufferx,BB#2,false,11,"renamable $rdx = MOV64rm renamable $rbx, 1, $noreg, 24, $noreg :: (load (s64) from %ir.26); renamable $rdx = MOV64rm killed renamable $rdx, 1, $noreg, 64, $noreg :: (load (s64) from %ir.28); renamable $rdx = MOV64rm killed renamable $rdx, 1, $noreg, 16, $noreg :: (load (s64) from %ir.30); renamable $rsi = MOV64rm renamable $rcx, 1, $noreg, 32, $noreg :: (load (s64) from %ir.33); renamable $rsi = MOV64rm killed renamable $rsi, 1, $noreg, 16, $noreg :: (load (s64) from %ir.35); renamable $rdi = MOV64rm renamable $rdx, 1, $noreg, 16, $noreg :: (load (s64) from %ir.32); MOV64mr renamable $rsi, 1, $noreg, 0, $noreg, killed renamable $rdi :: (store (s64) into %ir.36); renamable $dil = MOV8rm renamable $rdx, 1, $noreg, 24, $noreg :: (load (s8) from %ir.38, align 8); MOV8mr killed renamable $rsi, 1, $noreg, 8, $noreg, renamable $dil :: (store (s8) into %ir.40, align 8); TEST8ri killed renamable $dil, 64, implicit-def $eflags; JCC_1 %bb.6, 4, implicit $eflags"
luaL_loadbufferx,BB#3,false,3,"renamable $rsi = MOV64rm killed renamable $rcx, 1, $noreg, 32, $noreg :: (load (s64) from %ir.44); TEST8mi renamable $rsi, 1, $noreg, 9, $noreg, 32, implicit-def $eflags :: (load (s8) from %ir.46); JCC_1 %bb.6, 4, implicit $eflags"
luaL_loadbufferx,BB#4,false,3,"renamable $rdx = MOV64rm killed renamable $rdx, 1, $noreg, 16, $noreg :: (load (s64) from %ir.51); TEST8mi renamable $rdx, 1, $noreg, 9, $noreg, 24, implicit-def $eflags :: (load (s8) from %ir.53); JCC_1 %bb.6, 4, implicit $eflags"
luaL_loadbufferx,BB#5,false,1,"CALL64pcrel32 @luaC_barrier_, <regmask $bh $bl $bp $bph $bpl $bx $ebp $ebx $hbp $hbx $rbp $rbx $r12 $r13 $r14 $r15 $r12b $r13b $r14b $r15b $r12bh $r13bh $r14bh $r15bh $r12d $r13d $r14d $r15d $r12w $r13w $r14w $r15w $r12wh and 3 more...>, implicit $rsp, implicit $ssp, implicit $rdi, implicit $rsi, implicit $rdx, implicit-def $rsp, implicit-def $ssp"
luaL_loadbufferx,BB#6,false,1,"RET 0, $eax"
getS,BB#0,false,3,"renamable $rax = MOV64rm renamable $rsi, 1, $noreg, 8, $noreg :: (load (s64) from %ir.4, !tbaa !39); TEST64rr renamable $rax, renamable $rax, implicit-def $eflags; JCC_1 %bb.2, 5, implicit killed $eflags"
getS,BB#1,false,1,"RET 0, $rax"
getS,BB#2,false,4,"MOV64mr killed renamable $rdx, 1, $noreg, 0, $noreg, killed renamable $rax :: (store (s64) into %ir.2, !tbaa !57); MOV64mi32 renamable $rsi, 1, $noreg, 8, $noreg, 0 :: (store (s64) into %ir.8, !tbaa !39); renamable $rax = MOV64rm killed renamable $rsi, 1, $noreg, 0, $noreg :: (load (s64) from %ir.1, !tbaa !37); RET 0, $rax"
luaL_loadstring,BB#0,false,14,"CALL64pcrel32 @strlen, <regmask $bh $bl $bp $bph $bpl $bx $ebp $ebx $hbp $hbx $rbp $rbx $r12 $r13 $r14 $r15 $r12b $r13b $r14b $r15b $r12bh $r13bh $r14bh $r15bh $r12d $r13d $r14d $r15d $r12w $r13w $r14w $r15w $r12wh and 3 more...>, implicit $rsp, implicit $ssp, implicit $rdi, implicit-def $rsp, implicit-def $ssp, implicit-def $rax; MOV64mr $rsp, 1, $noreg, 0, $noreg, renamable $r14 :: (store (s64) into %ir.4, !tbaa !37); MOV64mr $rsp, 1, $noreg, 8, $noreg, killed renamable $rax :: (store (s64) into %ir.7, !tbaa !39); TEST64rr renamable $r14, renamable $r14, implicit-def $eflags; renamable $rdx = CMOV64rr killed renamable $rdx(tied-def 0), killed renamable $r14, 5, implicit killed $eflags; MOV64mr $rsp, 1, $noreg, 48, $noreg, renamable $rbx :: (store (s64) into %ir.10, align 16, !tbaa !88); MOV64mi32 $rsp, 1, $noreg, 32, $noreg, @getS :: (store (s64) into %ir.11, align 16, !tbaa !90); $rax = MOV64rr $rsp; MOV64mr $rsp, 1, $noreg, 40, $noreg, killed renamable $rax :: (store (s64) into %ir.12, !tbaa !91); MOVAPSmr $rsp, 1, $noreg, 16, $noreg, killed renamable $xmm0 :: (store (s128) into %ir.3); renamable $rsi = LEA64r $rsp, 1, $noreg, 16, $noreg; CALL64pcrel32 @luaD_protectedparser, <regmask $bh $bl $bp $bph $bpl $bx $ebp $ebx $hbp $hbx $rbp $rbx $r12 $r13 $r14 $r15 $r12b $r13b $r14b $r15b $r12bh $r13bh $r14bh $r15bh $r12d $r13d $r14d $r15d $r12w $r13w $r14w $r15w $r12wh and 3 more...>, implicit $rsp, implicit $ssp, implicit $rdi, implicit $rsi, implicit $rdx, implicit $rcx, implicit-def $rsp, implicit-def $ssp, implicit-def $eax; TEST32rr renamable $eax, renamable $eax, implicit-def $eflags; JCC_1 %bb.6, 5, implicit $eflags"
luaL_loadstring,BB#1,false,4,"renamable $rcx = MOV64rm renamable $rbx, 1, $noreg, 16, $noreg :: (load (s64) from %ir.16); renamable $rcx = MOV64rm killed renamable $rcx, 1, $noreg, -16, $noreg :: (load (s64) from %ir.18); CMP8mi renamable $rcx, 1, $noreg, 10, $noreg, 0, implicit-def $eflags :: (load (s8) from %ir.20, align 2); JCC_1 %bb.6, 4, implicit $eflags"
luaL_loadstring,BB#2,false,11,"renamable $rdx = MOV64rm renamable $rbx, 1, $noreg, 24, $noreg :: (load (s64) from %ir.24); renamable $rdx = MOV64rm killed renamable $rdx, 1, $noreg, 64, $noreg :: (load (s64) from %ir.26); renamable $rdx = MOV64rm killed renamable $rdx, 1, $noreg, 16, $noreg :: (load (s64) from %ir.28); renamable $rsi = MOV64rm renamable $rcx, 1, $noreg, 32, $noreg :: (load (s64) from %ir.31); renamable $rsi = MOV64rm killed renamable $rsi, 1, $noreg, 16, $noreg :: (load (s64) from %ir.33); renamable $rdi = MOV64rm renamable $rdx, 1, $noreg, 16, $noreg :: (load (s64) from %ir.30); MOV64mr renamable $rsi, 1, $noreg, 0, $noreg, killed renamable $rdi :: (store (s64) into %ir.34); renamable $dil = MOV8rm renamable $rdx, 1, $noreg, 24, $noreg :: (load (s8) from %ir.36, align 8); MOV8mr killed renamable $rsi, 1, $noreg, 8, $noreg, renamable $dil :: (store (s8) into %ir.38, align 8); TEST8ri killed renamable $dil, 64, implicit-def $eflags; JCC_1 %bb.6, 4, implicit $eflags"
luaL_loadstring,BB#3,false,3,"renamable $rsi = MOV64rm killed renamable $rcx, 1, $noreg, 32, $noreg :: (load (s64) from %ir.42); TEST8mi renamable $rsi, 1, $noreg, 9, $noreg, 32, implicit-def $eflags :: (load (s8) from %ir.44); JCC_1 %bb.6, 4, implicit $eflags"
luaL_loadstring,BB#4,false,3,"renamable $rdx = MOV64rm killed renamable $rdx, 1, $noreg, 16, $noreg :: (load (s64) from %ir.49); TEST8mi renamable $rdx, 1, $noreg, 9, $noreg, 24, implicit-def $eflags :: (load (s8) from %ir.51); JCC_1 %bb.6, 4, implicit $eflags"
luaL_loadstring,BB#5,false,1,"CALL64pcrel32 @luaC_barrier_, <regmask $bh $bl $bp $bph $bpl $bx $ebp $ebx $hbp $hbx $rbp $rbx $r12 $r13 $r14 $r15 $r12b $r13b $r14b $r15b $r12bh $r13bh $r14bh $r15bh $r12d $r13d $r14d $r15d $r12w $r13w $r14w $r15w $r12wh and 3 more...>, implicit $rsp, implicit $ssp, implicit $rdi, implicit $rsi, implicit $rdx, implicit-def $rsp, implicit-def $ssp"
luaL_loadstring,BB#6,false,1,"RET 0, $eax"
luaL_callmeta,BB#0,false,3,"renamable $eax = LEA64_32r renamable $r14, 1, $noreg, -1, $noreg; CMP32ri killed renamable $eax, -1001001, implicit-def $eflags; JCC_1 %bb.2, 7, implicit $eflags"
luaL_callmeta,BB#1,false,2,"renamable $rcx = MOV64rm renamable $rbx, 1, $noreg, 32, $noreg :: (load (s64) from %ir.7, !tbaa !26); JMP_1 %bb.3"
luaL_callmeta,BB#2,false,5,"renamable $rax = MOV64rm renamable $rbx, 1, $noreg, 16, $noreg :: (load (s64) from %ir.10, !tbaa !22); renamable $rcx = MOV64rm renamable $rbx, 1, $noreg, 32, $noreg :: (load (s64) from %ir.12, !tbaa !26); renamable $rax = SUB64rm killed renamable $rax(tied-def 0), renamable $rcx, 1, $noreg, 0, $noreg, implicit-def dead $eflags :: (load (s64) from %ir.13, !tbaa !22); renamable $rax = exact SHR64ri killed renamable $rax(tied-def 0), 4, implicit-def dead $eflags; renamable $eax = nsw ADD32rr renamable $eax(tied-def 0), renamable $r14d, implicit-def dead $eflags, implicit killed $r14, implicit killed $rax, implicit-def $rax"
luaL_callmeta,BB#3,false,2,"TEST32rr renamable $r14d, renamable $r14d, implicit-def $eflags; JCC_1 %bb.6, 14, implicit $eflags"
luaL_callmeta,BB#4,false,5,"renamable $eax = MOV32rr renamable $r14d, implicit-def $rax; renamable $rax = SHL64ri killed renamable $rax(tied-def 0), 4, implicit-def dead $eflags; renamable $rax = ADD64rm killed renamable $rax(tied-def 0), killed renamable $rcx, 1, $noreg, 0, $noreg, implicit-def dead $eflags :: (load (s64) from %ir.22, !tbaa !22); CMP64rm renamable $rax, renamable $rbx, 1, $noreg, 16, $noreg, implicit-def $eflags :: (load (s64) from %ir.29, !tbaa !22); JCC_1 %bb.13, 2, implicit $eflags"
luaL_callmeta,BB#5,false,3,"renamable $rax = MOV64rm renamable $rbx, 1, $noreg, 24, $noreg :: (load (s64) from %ir.70, !tbaa !10), (load (s64) from %ir.66, !tbaa !10), (load (s64) from %ir.33, !tbaa !10); renamable $rax = nuw ADD64ri32 killed renamable $rax(tied-def 0), 80, implicit-def dead $eflags; JMP_1 %bb.13"
luaL_callmeta,BB#6,false,2,"CMP32ri renamable $r14d, -1000999, implicit-def $eflags; JCC_1 %bb.8, 12, implicit $eflags"
luaL_callmeta,BB#7,false,4,"renamable $rax = MOVSX64rr32 renamable $r14d; renamable $rax = SHL64ri killed renamable $rax(tied-def 0), 4, implicit-def dead $eflags; renamable $rax = ADD64rm killed renamable $rax(tied-def 0), renamable $rbx, 1, $noreg, 16, $noreg, implicit-def dead $eflags :: (load (s64) from %ir.39, !tbaa !22); JMP_1 %bb.13"
luaL_callmeta,BB#8,false,2,"CMP32ri renamable $r14d, -1001000, implicit-def $eflags; JCC_1 %bb.10, 5, implicit $eflags"
luaL_callmeta,BB#9,false,3,"renamable $rax = MOV64rm renamable $rbx, 1, $noreg, 24, $noreg :: (load (s64) from %ir.46, !tbaa !10); renamable $rax = nuw ADD64ri32 killed renamable $rax(tied-def 0), 64, implicit-def dead $eflags; JMP_1 %bb.13"
luaL_callmeta,BB#10,false,3,"renamable $rax = MOV64rm killed renamable $rcx, 1, $noreg, 0, $noreg :: (load (s64) from %ir.22, !tbaa !22); CMP8mi renamable $rax, 1, $noreg, 8, $noreg, 102, implicit-def $eflags :: (load (s8) from %ir.51, align 8, !tbaa !22); JCC_1 %bb.5, 5, implicit $eflags"
luaL_callmeta,BB#11,false,6,"renamable $ecx = MOV32ri -1001000; renamable $ecx = nuw nsw SUB32rr killed renamable $ecx(tied-def 0), renamable $r14d, implicit-def dead $eflags; renamable $rax = MOV64rm killed renamable $rax, 1, $noreg, 0, $noreg :: (load (s64) from %ir.50, !tbaa !22); renamable $esi = MOVZX32rm8 renamable $rax, 1, $noreg, 10, $noreg :: (load (s8) from %ir.57, align 2, !tbaa !42); CMP32rr killed renamable $ecx, killed renamable $esi, implicit-def $eflags; JCC_1 %bb.5, 7, implicit $eflags"
luaL_callmeta,BB#12,false,4,"renamable $ecx = MOV32ri -1001001, implicit-def $rcx; renamable $ecx = nuw nsw SUB32rr renamable $ecx(tied-def 0), renamable $r14d, implicit-def dead $eflags, implicit killed $rcx, implicit-def $rcx; renamable $rcx = SHL64ri killed renamable $rcx(tied-def 0), 4, implicit-def dead $eflags; renamable $rax = LEA64r killed renamable $rax, 1, killed renamable $rcx, 32, $noreg"
luaL_callmeta,BB#13,false,4,"renamable $ecx = MOVZX32rm8 renamable $rax, 1, $noreg, 8, $noreg, implicit-def $rcx :: (load (s8) from %ir.75, align 8, !tbaa !23); renamable $ecx = AND32ri renamable $ecx(tied-def 0), 15, implicit-def dead $eflags, implicit killed $rcx, implicit-def $rcx; CMP64ri32 renamable $rcx, 7, implicit-def $eflags; JCC_1 %bb.16, 4, implicit $eflags"
luaL_callmeta,BB#14,false,2,"CMP32ri renamable $ecx, 5, implicit-def $eflags; JCC_1 %bb.17, 5, implicit $eflags"
luaL_callmeta,BB#15,false,3,"renamable $rax = MOV64rm killed renamable $rax, 1, $noreg, 0, $noreg :: (load (s64) from %ir.74, !tbaa !22); renamable $rax = nuw ADD64ri32 killed renamable $rax(tied-def 0), 40, implicit-def dead $eflags; JMP_1 %bb.18"
luaL_callmeta,BB#16,false,3,"renamable $rax = MOV64rm killed renamable $rax, 1, $noreg, 0, $noreg :: (load (s64) from %ir.74, !tbaa !22); renamable $rax = nuw ADD64ri32 killed renamable $rax(tied-def 0), 24, implicit-def dead $eflags; JMP_1 %bb.18"
luaL_callmeta,BB#17,false,2,"renamable $rax = MOV64rm renamable $rbx, 1, $noreg, 24, $noreg :: (load (s64) from %ir.87, !tbaa !10); renamable $rax = LEA64r killed renamable $rax, 8, killed renamable $rcx, 480, $noreg"
luaL_callmeta,BB#18,false,3,"renamable $rax = MOV64rm killed renamable $rax, 1, $noreg, 0, $noreg :: (load (s64) from %ir.91, !tbaa !22); TEST64rr renamable $rax, renamable $rax, implicit-def $eflags; JCC_1 %bb.20, 5, implicit $eflags"
luaL_callmeta,BB#19,false,1,JMP_1 %bb.41
luaL_callmeta,BB#20,false,8,"renamable $rcx = MOV64rm renamable $rbx, 1, $noreg, 16, $noreg :: (load (s64) from %ir.95, !tbaa !22); MOV64mr renamable $rcx, 1, $noreg, 0, $noreg, killed renamable $rax :: (store (s64) into %ir.96, !tbaa !22); MOV8mi killed renamable $rcx, 1, $noreg, 8, $noreg, 69 :: (store (s8) into %ir.97, align 8, !tbaa !23); renamable $rax = MOV64rm renamable $rbx, 1, $noreg, 16, $noreg :: (load (s64) from %ir.95, !tbaa !22); renamable $rcx = LEA64r renamable $rax, 1, $noreg, 16, $noreg; MOV64mr renamable $rbx, 1, $noreg, 16, $noreg, killed renamable $rcx :: (store (s64) into %ir.95, !tbaa !22); TEST64rr renamable $rdx, renamable $rdx, implicit-def $eflags; JCC_1 %bb.22, 5, implicit $eflags"
luaL_callmeta,BB#21,false,2,"MOV8mi killed renamable $rax, 1, $noreg, 24, $noreg, 0 :: (store (s8) into %ir.102, align 8, !tbaa !22); JMP_1 %bb.23"
luaL_callmeta,BB#22,false,6,"CALL64pcrel32 @luaS_new, <regmask $bh $bl $bp $bph $bpl $bx $ebp $ebx $hbp $hbx $rbp $rbx $r12 $r13 $r14 $r15 $r12b $r13b $r14b $r15b $r12bh $r13bh $r14bh $r15bh $r12d $r13d $r14d $r15d $r12w $r13w $r14w $r15w $r12wh and 3 more...>, implicit $rsp, implicit $ssp, implicit $rdi, implicit $rsi, implicit-def $rsp, implicit-def $ssp, implicit-def $rax; renamable $rcx = MOV64rm renamable $rbx, 1, $noreg, 16, $noreg :: (load (s64) from %ir.105, !tbaa !22); MOV64mr renamable $rcx, 1, $noreg, 0, $noreg, renamable $rax :: (store (s64) into %ir.106, !tbaa !22); renamable $al = MOV8rm killed renamable $rax, 1, $noreg, 8, $noreg :: (load (s8) from %ir.107, align 8, !tbaa !62); renamable $al = OR8ri killed renamable $al(tied-def 0), 64, implicit-def dead $eflags; MOV8mr killed renamable $rcx, 1, $noreg, 8, $noreg, killed renamable $al :: (store (s8) into %ir.110, align 8, !tbaa !23)"
luaL_callmeta,BB#23,false,6,"renamable $rsi = MOV64rm renamable $rbx, 1, $noreg, 16, $noreg :: (load (s64) from %ir.112, !tbaa !22); renamable $rax = MOV64rm renamable $rbx, 1, $noreg, 24, $noreg :: (load (s64) from %ir.115, !tbaa !10); renamable $rsi = nuw ADD64ri32 killed renamable $rsi(tied-def 0), 16, implicit-def dead $eflags; MOV64mr renamable $rbx, 1, $noreg, 16, $noreg, renamable $rsi :: (store (s64) into %ir.112, !tbaa !22); CMP64mi32 killed renamable $rax, 1, $noreg, 24, $noreg, 0, implicit-def $eflags :: (load (s64) from %ir.117, !tbaa !29); JCC_1 %bb.25, 14, implicit $eflags"
luaL_callmeta,BB#24,false,2,"CALL64pcrel32 @luaC_step, <regmask $bh $bl $bp $bph $bpl $bx $ebp $ebx $hbp $hbx $rbp $rbx $r12 $r13 $r14 $r15 $r12b $r13b $r14b $r15b $r12bh $r13bh $r14bh $r15bh $r12d $r13d $r14d $r15d $r12w $r13w $r14w $r15w $r12wh and 3 more...>, implicit $rsp, implicit $ssp, implicit $rdi, implicit-def $rsp, implicit-def $ssp; renamable $rsi = MOV64rm renamable $rbx, 1, $noreg, 16, $noreg :: (load (s64) from %ir.121, !tbaa !22)"
luaL_callmeta,BB#25,false,8,"renamable $rdi = MOV64rm renamable $rsi, 1, $noreg, -32, $noreg :: (load (s64) from %ir.125, !tbaa !22); renamable $rsi = ADD64ri32 killed renamable $rsi(tied-def 0), -16, implicit-def dead $eflags; CALL64pcrel32 @luaH_get, <regmask $bh $bl $bp $bph $bpl $bx $ebp $ebx $hbp $hbx $rbp $rbx $r12 $r13 $r14 $r15 $r12b $r13b $r14b $r15b $r12bh $r13bh $r14bh $r15bh $r12d $r13d $r14d $r15d $r12w $r13w $r14w $r15w $r12wh and 3 more...>, implicit $rsp, implicit $ssp, implicit $rdi, implicit $rsi, implicit-def $rsp, implicit-def $ssp, implicit-def $rax; renamable $rcx = MOV64rm renamable $rbx, 1, $noreg, 16, $noreg :: (load (s64) from %ir.129, !tbaa !22); renamable $rdx = LEA64r renamable $rcx, 1, $noreg, -16, $noreg; MOV64mr renamable $rbx, 1, $noreg, 16, $noreg, renamable $rdx :: (store (s64) into %ir.129, !tbaa !22); TEST8mi renamable $rax, 1, $noreg, 8, $noreg, 15, implicit-def $eflags :: (load (s8) from %ir.132, align 8, !tbaa !23); JCC_1 %bb.27, 5, implicit $eflags"
luaL_callmeta,BB#26,false,1,JMP_1 %bb.28
luaL_callmeta,BB#27,false,3,"renamable $rsi = MOV64rm renamable $rax, 1, $noreg, 0, $noreg :: (load (s64) from %ir.128); MOV64mr killed renamable $rdx, 1, $noreg, 0, $noreg, killed renamable $rsi :: (store (s64) into %ir.131); renamable $al = MOV8rm killed renamable $rax, 1, $noreg, 8, $noreg, implicit-def $eax :: (load (s8) from %ir.138, align 8, !tbaa !23)"
luaL_callmeta,BB#28,false,6,"MOV8mr killed renamable $rcx, 1, $noreg, -8, $noreg, renamable $al, implicit killed $eax :: (store (s8) into %ir.142, align 8, !tbaa !22); renamable $r15 = MOV64rm renamable $rbx, 1, $noreg, 16, $noreg :: (load (s64) from %ir.143, !tbaa !22); renamable $rax = LEA64r renamable $r15, 1, $noreg, 16, $noreg; MOV64mr renamable $rbx, 1, $noreg, 16, $noreg, killed renamable $rax :: (store (s64) into %ir.143, !tbaa !22); TEST8mi renamable $r15, 1, $noreg, 8, $noreg, 15, implicit-def $eflags :: (load (s8) from %ir.146, align 8, !tbaa !22); JCC_1 %bb.30, 5, implicit $eflags"
luaL_callmeta,BB#29,false,3,"$esi = MOV32ri -3; CALL64pcrel32 @lua_settop, <regmask $bh $bl $bp $bph $bpl $bx $ebp $ebx $hbp $hbx $rbp $rbx $r12 $r13 $r14 $r15 $r12b $r13b $r14b $r15b $r12bh $r13bh $r14bh $r15bh $r12d $r13d $r14d $r15d $r12w $r13w $r14w $r15w $r12wh and 3 more...>, implicit $rsp, implicit $ssp, implicit $rdi, implicit $esi, implicit-def $rsp, implicit-def $ssp; JMP_1 %bb.41"
luaL_callmeta,BB#30,false,10,"renamable $r12 = LEA64r renamable $r15, 1, $noreg, -16, $noreg; CALL64pcrel32 @reverse, <regmask $bh $bl $bp $bph $bpl $bx $ebp $ebx $hbp $hbx $rbp $rbx $r12 $r13 $r14 $r15 $r12b $r13b $r14b $r15b $r12bh $r13bh $r14bh $r15bh $r12d $r13d $r14d $r15d $r12w $r13w $r14w $r15w $r12wh and 3 more...>, implicit $rsp, implicit $ssp, implicit $rdi, implicit $rsi, implicit-def $rsp, implicit-def $ssp; CALL64pcrel32 @reverse, <regmask $bh $bl $bp $bph $bpl $bx $ebp $ebx $hbp $hbx $rbp $rbx $r12 $r13 $r14 $r15 $r12b $r13b $r14b $r15b $r12bh $r13bh $r14bh $r15bh $r12d $r13d $r14d $r15d $r12w $r13w $r14w $r15w $r12wh and 3 more...>, implicit $rsp, implicit $ssp, implicit $rdi, implicit $rsi, implicit-def $rsp, implicit-def $ssp; CALL64pcrel32 @reverse, <regmask $bh $bl $bp $bph $bpl $bx $ebp $ebx $hbp $hbx $rbp $rbx $r12 $r13 $r14 $r15 $r12b $r13b $r14b $r15b $r12bh $r13bh $r14bh $r15bh $r12d $r13d $r14d $r15d $r12w $r13w $r14w $r15w $r12wh and 3 more...>, implicit $rsp, implicit $ssp, implicit $rdi, implicit $rsi, implicit-def $rsp, implicit-def $ssp; $esi = MOV32ri -2; CALL64pcrel32 @lua_settop, <regmask $bh $bl $bp $bph $bpl $bx $ebp $ebx $hbp $hbx $rbp $rbx $r12 $r13 $r14 $r15 $r12b $r13b $r14b $r15b $r12bh $r13bh $r14bh $r15bh $r12d $r13d $r14d $r15d $r12w $r13w $r14w $r15w $r12wh and 3 more...>, implicit $rsp, implicit $ssp, implicit $rdi, implicit $esi, implicit-def $rsp, implicit-def $ssp; renamable $rax = MOV64rm renamable $rbx, 1, $noreg, 16, $noreg :: (load (s64) from %ir.154, !tbaa !22); renamable $rdx = MOV64rm renamable $rbx, 1, $noreg, 32, $noreg :: (load (s64) from %ir.156, !tbaa !26); TEST32rr renamable $r14d, renamable $r14d, implicit-def $eflags; JCC_1 %bb.33, 14, implicit $eflags"
luaL_callmeta,BB#31,false,5,"renamable $ecx = MOV32rr renamable $r14d, implicit killed $r14, implicit-def $rcx; renamable $rcx = SHL64ri killed renamable $rcx(tied-def 0), 4, implicit-def dead $eflags; renamable $rcx = ADD64rm killed renamable $rcx(tied-def 0), killed renamable $rdx, 1, $noreg, 0, $noreg, implicit-def dead $eflags :: (load (s64) from %ir.157, !tbaa !22); CMP64rr renamable $rcx, renamable $rax, implicit-def $eflags; JCC_1 %bb.40, 2, implicit $eflags"
luaL_callmeta,BB#32,false,3,"renamable $rcx = MOV64rm renamable $rbx, 1, $noreg, 24, $noreg :: (load (s64) from %ir.199, !tbaa !10), (load (s64) from %ir.195, !tbaa !10), (load (s64) from %ir.164, !tbaa !10); renamable $rcx = nuw ADD64ri32 killed renamable $rcx(tied-def 0), 80, implicit-def dead $eflags; JMP_1 %bb.40"
luaL_callmeta,BB#33,false,2,"CMP32ri renamable $r14d, -1000999, implicit-def $eflags; JCC_1 %bb.35, 12, implicit $eflags"
luaL_callmeta,BB#34,false,4,"renamable $rcx = MOVSX64rr32 renamable $r14d, implicit killed $r14; renamable $rcx = SHL64ri killed renamable $rcx(tied-def 0), 4, implicit-def dead $eflags; renamable $rcx = ADD64rr killed renamable $rcx(tied-def 0), renamable $rax, implicit-def dead $eflags; JMP_1 %bb.40"
luaL_callmeta,BB#35,false,2,"CMP32ri renamable $r14d, -1001000, implicit-def $eflags; JCC_1 %bb.37, 5, implicit $eflags"
luaL_callmeta,BB#36,false,3,"renamable $rcx = MOV64rm renamable $rbx, 1, $noreg, 24, $noreg :: (load (s64) from %ir.175, !tbaa !10); renamable $rcx = nuw ADD64ri32 killed renamable $rcx(tied-def 0), 64, implicit-def dead $eflags; JMP_1 %bb.40"
luaL_callmeta,BB#37,false,3,"renamable $rcx = MOV64rm killed renamable $rdx, 1, $noreg, 0, $noreg :: (load (s64) from %ir.157, !tbaa !22); CMP8mi renamable $rcx, 1, $noreg, 8, $noreg, 102, implicit-def $eflags :: (load (s8) from %ir.180, align 8, !tbaa !22); JCC_1 %bb.32, 5, implicit $eflags"
luaL_callmeta,BB#38,false,6,"renamable $edx = MOV32ri -1001000; renamable $edx = nuw nsw SUB32rr killed renamable $edx(tied-def 0), renamable $r14d, implicit-def dead $eflags; renamable $rcx = MOV64rm killed renamable $rcx, 1, $noreg, 0, $noreg :: (load (s64) from %ir.179, !tbaa !22); renamable $esi = MOVZX32rm8 renamable $rcx, 1, $noreg, 10, $noreg :: (load (s8) from %ir.186, align 2, !tbaa !42); CMP32rr killed renamable $edx, killed renamable $esi, implicit-def $eflags; JCC_1 %bb.32, 7, implicit $eflags"
luaL_callmeta,BB#39,false,4,"renamable $edx = MOV32ri -1001001, implicit-def $rdx; renamable $edx = nuw nsw SUB32rr renamable $edx(tied-def 0), renamable $r14d, implicit-def dead $eflags, implicit killed $r14, implicit killed $rdx, implicit-def $rdx; renamable $rdx = SHL64ri killed renamable $rdx(tied-def 0), 4, implicit-def dead $eflags; renamable $rcx = LEA64r killed renamable $rcx, 1, killed renamable $rdx, 32, $noreg"
luaL_callmeta,BB#40,false,11,"renamable $rdx = MOV64rm renamable $rcx, 1, $noreg, 0, $noreg :: (load (s64) from %ir.203); MOV64mr renamable $rax, 1, $noreg, 0, $noreg, killed renamable $rdx :: (store (s64) into %ir.155); renamable $cl = MOV8rm killed renamable $rcx, 1, $noreg, 8, $noreg :: (load (s8) from %ir.205, align 8, !tbaa !23); MOV8mr killed renamable $rax, 1, $noreg, 8, $noreg, killed renamable $cl :: (store (s8) into %ir.207, align 8, !tbaa !23); renamable $rsi = MOV64rm renamable $rbx, 1, $noreg, 16, $noreg :: (load (s64) from %ir.208, !tbaa !22); renamable $rax = LEA64r renamable $rsi, 1, $noreg, 16, $noreg; MOV64mr renamable $rbx, 1, $noreg, 16, $noreg, killed renamable $rax :: (store (s64) into %ir.208, !tbaa !22); renamable $rsi = ADD64ri32 killed renamable $rsi(tied-def 0), -16, implicit-def dead $eflags; renamable $ebp = MOV32ri 1; $edx = MOV32ri 1; CALL64pcrel32 @luaD_callnoyield, <regmask $bh $bl $bp $bph $bpl $bx $ebp $ebx $hbp $hbx $rbp $rbx $r12 $r13 $r14 $r15 $r12b $r13b $r14b $r15b $r12bh $r13bh $r14bh $r15bh $r12d $r13d $r14d $r15d $r12w $r13w $r14w $r15w $r12wh and 3 more...>, implicit $rsp, implicit $ssp, implicit $rdi, implicit $rsi, implicit $edx, implicit-def $rsp, implicit-def $ssp"
luaL_callmeta,BB#41,false,1,"RET 0, $eax"
luaL_len,BB#0,false,3,"renamable $rax = MOV64rm $rdi, 1, $noreg, 32, $noreg :: (load (s64) from %ir.4, !tbaa !26); TEST32rr renamable $esi, renamable $esi, implicit-def $eflags; JCC_1 %bb.3, 14, implicit killed $eflags"
luaL_len,BB#1,false,5,"renamable $edx = MOV32rr killed renamable $esi, implicit-def $rdx; renamable $rdx = SHL64ri killed renamable $rdx(tied-def 0), 4, implicit-def dead $eflags; renamable $rdx = ADD64rm killed renamable $rdx(tied-def 0), killed renamable $rax, 1, $noreg, 0, $noreg, implicit-def dead $eflags :: (load (s64) from %ir.5, !tbaa !22); CMP64rm renamable $rdx, renamable $rbx, 1, $noreg, 16, $noreg, implicit-def $eflags :: (load (s64) from %ir.11, !tbaa !22); JCC_1 %bb.10, 2, implicit $eflags"
